gene_names	gene_ids	imputed.log2.LFQ.intensity.00h_1	imputed.log2.LFQ.intensity.00h_2	imputed.log2.LFQ.intensity.00h_3	imputed.log2.LFQ.intensity.00h_4	imputed.log2.LFQ.intensity.01h_1	imputed.log2.LFQ.intensity.01h_2	imputed.log2.LFQ.intensity.01h_3	imputed.log2.LFQ.intensity.01h_4	imputed.log2.LFQ.intensity.02h_1	imputed.log2.LFQ.intensity.02h_2	imputed.log2.LFQ.intensity.02h_3	imputed.log2.LFQ.intensity.02h_4	imputed.log2.LFQ.intensity.03h_1	imputed.log2.LFQ.intensity.03h_2	imputed.log2.LFQ.intensity.03h_3	imputed.log2.LFQ.intensity.03h_4	imputed.log2.LFQ.intensity.04h_1	imputed.log2.LFQ.intensity.04h_2	imputed.log2.LFQ.intensity.04h_3	imputed.log2.LFQ.intensity.04h_4	imputed.log2.LFQ.intensity.05h_1	imputed.log2.LFQ.intensity.05h_2	imputed.log2.LFQ.intensity.05h_3	imputed.log2.LFQ.intensity.05h_4	imputed.log2.LFQ.intensity.06h_1	imputed.log2.LFQ.intensity.06h_2	imputed.log2.LFQ.intensity.06h_3	imputed.log2.LFQ.intensity.06h_4	imputed.log2.LFQ.intensity.08h_1	imputed.log2.LFQ.intensity.08h_2	imputed.log2.LFQ.intensity.08h_3	imputed.log2.LFQ.intensity.08h_4	imputed.log2.LFQ.intensity.10h_1	imputed.log2.LFQ.intensity.10h_2	imputed.log2.LFQ.intensity.10h_3	imputed.log2.LFQ.intensity.10h_4	imputed.log2.LFQ.intensity.12h_1	imputed.log2.LFQ.intensity.12h_2	imputed.log2.LFQ.intensity.12h_3	imputed.log2.LFQ.intensity.12h_4	imputed.log2.LFQ.intensity.14h_1	imputed.log2.LFQ.intensity.14h_2	imputed.log2.LFQ.intensity.14h_3	imputed.log2.LFQ.intensity.14h_4	imputed.log2.LFQ.intensity.16h_1	imputed.log2.LFQ.intensity.16h_2	imputed.log2.LFQ.intensity.16h_3	imputed.log2.LFQ.intensity.16h_4	imputed.log2.LFQ.intensity.18h_1	imputed.log2.LFQ.intensity.18h_2	imputed.log2.LFQ.intensity.18h_3	imputed.log2.LFQ.intensity.18h_4	imputed.log2.LFQ.intensity.20h_1	imputed.log2.LFQ.intensity.20h_2	imputed.log2.LFQ.intensity.20h_3	imputed.log2.LFQ.intensity.20h_4
l(2)35Di	NA	32.70738458	32.58745702	32.95676005	33.25124069	32.95487244	32.62446735	32.77931107	33.39789999	32.66663797	32.78429313	32.00941906	32.96607525	32.46290129	32.51090808	32.73163933	32.46124313	32.50642223	32.6985736	32.77568584	32.37862596	32.13458003	32.28590061	32.82040693	32.3280128	32.40049802	32.6467584	31.97985108	32.47072738	32.68495248	32.35079142	32.51462782	32.5560899	32.500997	32.35187095	32.22003096	32.40344697	32.26930196	32.64898796	32.23714586	32.83060444	32.58647306	32.46002268	32.40283733	32.70454289	32.31243544	32.7325089	32.96676288	32.6062243	32.52208545	32.22199067	32.46077948	32.94036482	32.14184418	32.51505099	32.84948137	32.95313852
CycE	FBgn0010382	25.52656491	25.43173325	25.420694	25.97526977	26.20970204	25.22051767	26.86384239	26.1853877	26.00264473	26.38226846	26.1285493	25.20243385	25.65739151	26.20590479	25.33261873	25.98322344	25.31624009	25.09900679	25.29429088	25.75445165	25.39610615	25.13057339	24.68907192	25.30765054	25.31865534	24.98776189	25.22931025	24.99356072	24.77404463	24.70112875	24.94588426	24.58986011	25.27027821	25.42962702	25.47094454	25.0278726	21.87652287	22.61617178	21.74118462	22.35185495	22.44772109	23.13822994	22.80262567	22.76626157	22.83474998	22.52336533	22.07361282	22.22882441	21.69411892	22.28630332	22.38404283	22.62571855	22.3530206	22.45345909	22.6923458	22.82219622
BicC	FBgn0000182	31.80170207	31.67644444	32.13830824	32.47882462	31.84127418	31.7955225	32.35788575	31.49175808	30.31170491	30.80777853	31.60045355	29.67611653	26.25904721	26.0975006	25.74692898	26.07548478	21.90997147	23.23717023	22.96505327	22.77961972	22.75405296	22.48494294	21.87720131	22.68031653	22.84653344	22.15717166	22.42561986	22.48449016	22.56438961	22.70452094	22.48836642	22.87175273	22.28059692	22.63457266	22.26052787	23.1363628	22.57923891	22.95462768	22.33652116	22.341601	22.70115329	22.03002575	22.58843601	22.50479936	22.55653372	22.8355697	22.35188559	22.74395736	22.47136451	22.7884997	22.45563634	22.80147791	22.28952516	22.5257479	21.00266105	22.63843656
EndoGI	FBgn0028515	28.11212424	27.76426874	27.50604857	26.09792249	28.0570337	27.36902937	27.00742205	26.62770152	27.38426283	26.44460129	26.27845456	27.56434571	29.64933066	30.02088663	30.21812633	29.91270769	30.11817807	30.07290939	29.70775483	30.02762481	30.09873579	30.46275506	29.72460282	30.56083411	30.1858886	29.77511281	30.39304802	30.02287171	30.06689309	30.28151321	29.93494593	30.03104789	29.89908305	29.91968515	30.60390551	29.92309042	29.93424296	29.60951719	30.15737851	29.46376862	29.78822752	29.83068376	29.63958332	29.98576586	28.50343496	29.73507009	29.63631952	30.18801317	30.23569169	30.30856214	30.29625043	29.24467835	28.99588021	29.76316084	29.48786386	29.48958742
CG4935	FBgn0028897	22.26685077	22.47778223	22.54395028	22.26589004	22.31388625	22.75136016	22.37089621	22.84342254	22.63981108	23.0298209	22.7090293	21.77831595	24.84396487	24.88776465	24.93283038	24.95049734	22.27120761	22.78476746	22.60338919	22.64452001	22.36318466	22.67073164	22.52589879	23.0219565	22.53555519	22.92892622	22.71328265	22.47725599	22.29061898	22.49503235	22.51983434	22.60209607	25.23592974	24.52638229	25.81136888	24.73226143	24.70142777	25.16729563	25.68840074	25.2245308	25.35914597	25.14930337	25.3165553	25.4565725	25.72490253	25.28982416	25.3940463	25.94901694	25.47801739	25.64743624	24.84489917	25.29498498	25.24936107	25.22798927	24.86150951	24.85156521
Syx5	FBgn0011708	27.8458939	27.5276092	27.46684395	27.36603	27.63602559	27.37077612	27.2033117	27.95919816	27.76597641	27.42197825	27.83116042	27.65696891	27.52043309	27.44260958	27.82116379	27.72038476	27.64203064	27.27958848	27.75276855	27.67471996	27.17169205	27.37052672	27.95465755	27.81836102	27.64560797	27.29008791	27.46068673	27.52163181	27.56862811	27.4239826	27.75932409	27.52424984	27.33543275	27.99620357	27.00174319	27.86147789	27.19413327	27.5383809	27.33960104	27.36703048	27.69351865	27.46793236	27.50892186	27.67317038	26.84876161	27.66125728	27.192347	27.59526898	27.46341744	27.39452066	27.64182399	27.8117643	27.71750631	27.37052672	27.73873026	27.72266632
fzy	FBgn0001086	29.78095803	29.65092316	30.03367551	30.26181323	29.05664619	30.41074253	29.7519869	30.06663652	29.24687666	30.05297258	29.77437459	29.49716575	29.57938673	28.58441354	29.18288528	29.17671717	29.40027406	29.13528362	29.47950417	29.7409187	29.61794653	29.26483575	29.36742632	29.37645922	29.93156857	29.40385324	29.29559376	28.84619288	28.52005835	29.08952176	28.73895569	28.85308226	27.17883153	26.36357588	28.59027991	27.45693277	26.75417127	25.89744518	26.31354405	26.12214869	22.59895198	22.3137736	22.40383172	22.40949773	22.41560245	22.59762184	22.49968038	23.70226641	22.26751075	22.11926387	23.16999656	22.31239844	22.48039047	22.77028111	21.81397241	22.43102677
CG4278	FBgn0014092	30.10024069	30.23466433	29.95905994	29.65290705	30.07048029	30.21245531	29.80616576	30.10886352	29.79881642	29.76194116	29.00939904	29.58593608	29.93424296	29.9240821	29.95254851	30.30671663	30.07788267	29.64449101	29.72880857	29.83278243	30.14029065	30.13393731	29.8198552	29.77630571	30.02194568	29.66220853	29.9283245	30.2510149	30.03669137	30.13295739	29.82790097	29.67421485	30.34042901	29.848687	29.95393638	29.71422285	30.17033155	29.97555277	29.80616576	29.36657202	30.08613355	29.90411764	29.50151909	29.66653216	29.73025097	29.66632899	29.43442026	29.7861409	29.52155671	29.70244716	30.11321779	29.50538614	29.57203044	29.70396563	29.28396517	29.77206328
CG4455	FBgn0028506	22.73406096	22.4544479	22.67184801	22.68531599	22.77912688	22.98669229	23.03595936	22.73999076	22.81077134	22.17730687	22.90301679	21.69129007	25.66772142	25.46954792	26.13174067	26.69085759	25.81669478	26.57550903	26.09578172	25.98048165	26.70556489	26.73027607	26.70200122	25.95684198	26.12714961	25.92493283	26.06002695	26.06593592	26.75021465	27.12583295	27.18253014	27.23160648	27.33551793	26.642375	27.22018669	27.08040101	26.61526502	26.99020976	26.79958855	26.95692964	26.7249396	26.63311763	26.62086773	26.60094897	26.3276184	26.28431687	26.29503755	26.39997771	26.26881348	25.39990528	26.5177413	26.05192051	21.61413079	21.93127374	22.8737481	22.52413907
CaBP1	FBgn0025678	32.37306035	32.30446083	32.32514673	32.61754375	32.94020728	32.7233623	32.3906159	32.62814495	32.7225279	32.50516842	32.08929445	32.69755906	32.50895019	32.69602553	32.34752155	32.33159409	32.61938163	32.7323876	32.27194724	32.19624574	32.49857394	32.15445402	32.5805103	32.20772206	32.12259693	32.34095951	31.91719707	32.12906173	32.26760085	32.32227494	32.59143071	32.62217772	32.77762696	32.6353424	32.13989439	32.35985022	32.40811228	32.68580888	32.32359077	32.96507761	32.47655714	32.58602559	32.62903574	32.57285267	32.52009583	32.5998331	32.71940993	32.87565833	32.78986046	32.45919218	32.54706027	32.58700985	32.37290472	32.59668238	32.24167007	32.47942708
chif	FBgn0000307	22.62898423	22.48964456	22.2712305	22.11047395	22.09556638	21.67108275	22.85423506	22.18030509	26.57614895	26.65649164	26.74033973	26.48469864	26.40608517	26.59342528	26.17148209	26.74393844	26.46821211	26.52723633	26.11872266	26.34612697	26.46427704	25.99308558	26.37114184	26.39972827	26.54942535	26.01629193	26.39760831	26.98695947	26.53753561	26.44624318	26.5408212	26.92013965	26.77705862	25.70429882	26.71253477	26.15655422	26.972461	26.35880598	26.74534976	26.35652424	26.32815623	26.27027821	26.30492097	26.22923689	26.41189833	26.37019411	25.75931139	26.2636857	26.54346389	26.00305238	26.13681515	26.35215203	26.77492436	26.25472243	26.26123038	26.94926782
mRpL4	FBgn0001995	32.53563526	32.78318099	32.64900938	32.2538911	32.60637875	32.19433879	32.06155988	32.57769972	32.40296436	32.31035111	31.25614293	32.24629341	32.06275031	31.67593993	31.46961196	31.15538929	31.75178743	31.30888757	31.34503784	31.33740142	32.02343366	31.42757345	31.47966799	31.25056321	31.28051798	31.78476114	31.05769223	30.81053908	31.76014145	31.38298577	31.16949552	31.13791143	31.4201619	30.93107538	30.53120251	31.19829656	31.68966683	31.55773389	30.96753607	31.30910448	31.69424128	31.42822265	31.19700781	31.15055553	31.37559989	31.39012898	31.33617797	31.25631168	30.90591145	30.46519032	30.9558079	31.33825191	31.20978569	31.37746284	31.33068624	31.67623425
cact	FBgn0000250	22.76871712	22.53247971	22.86384224	22.52289935	22.52074711	22.93725454	22.51809685	22.69642699	25.43611528	25.93047936	25.66746978	25.33317235	27.01922484	26.42859007	26.60484231	26.61526502	26.11481686	25.82849428	25.9614852	25.7897666	26.20396508	26.36613008	25.76787145	26.72416367	27.08517127	25.9225688	26.6125961	26.15100817	26.07281741	26.51570429	25.95415832	26.153349	26.25677507	26.00086941	25.95224855	25.87347303	26.13114477	25.64886114	26.12085943	25.7203761	25.94527401	25.65717446	25.81690322	25.70538033	25.190533	26.636812	25.31094354	25.72051524	26.18907045	26.28050913	25.5936886	26.47518398	25.73643893	26.35724004	26.35639183	26.27980099
CG5861	FBgn0015338	28.54454761	29.45328678	29.35034884	29.24204503	28.76888112	29.43724121	29.16170912	29.08808148	29.22089586	28.94664904	27.96223571	28.54303607	28.70124115	28.95925345	28.50370032	28.86298571	28.49975272	28.65290705	28.68461814	28.55164173	29.0870193	28.54215053	27.98983094	28.31345755	27.92953835	29.27306515	28.26811976	28.11708827	28.75722701	28.57231963	28.28175638	28.22775063	28.70418007	28.63574889	27.84613309	28.857479	28.50051271	29.00990621	27.94793117	27.21113272	28.73356786	29.00798336	28.8479855	28.04489401	28.00002442	29.28841665	28.84956712	29.18624292	28.28687561	28.02564625	28.60727867	29.24708046	27.63989378	29.06064547	28.60858343	28.99377665
CG5869	NA	22.54987115	22.21403162	22.8914816	22.7522706	22.43802102	22.60773344	23.73645123	22.1201838	22.26267509	22.67049141	22.7382115	22.81350665	22.82804775	21.90545966	22.23962247	22.71084298	22.45637999	22.85536383	22.41397029	22.5446411	27.34815501	27.21405117	27.40302092	27.60296783	26.64003173	26.56615334	26.4432558	26.63715913	26.652531	26.35389381	26.18856032	26.59682014	26.85578725	27.1559562	27.13593724	26.78081727	27.08141728	26.48479082	27.25610918	26.47833958	27.68056642	26.89423326	27.06373409	27.25619918	26.04310797	27.08192515	27.13926624	27.77448456	27.41796116	27.20759989	27.63996276	26.99139971	26.33701641	27.19554192	26.70898828	27.32911486
heix	FBgn0028375	22.31724476	22.64580362	22.79945181	22.37713502	27.3556777	26.24428819	26.47236137	27.0449982	27.70951424	27.05667706	27.23790373	26.7948876	26.66830872	26.71541806	27.35287604	27.09436269	27.06804709	27.04364312	27.32173753	26.99031798	26.5923489	26.37962704	27.42646414	27.12563592	26.52568676	26.43501272	26.88878672	26.85281446	27.45646283	27.22985267	27.42814277	27.31086029	27.41755884	27.36628019	27.06671349	27.04812047	26.90575369	27.58541681	26.97967394	27.08790451	27.386238	27.33347204	27.72448898	27.69716961	27.34460407	27.50514002	27.56114376	27.07367563	27.33832631	27.18555784	27.70028223	27.82420245	26.75824416	27.40178003	27.73885908	27.62554331
crp	FBgn0001994	26.48203833	26.44620912	26.4410263	25.91125809	26.72323745	26.93167601	27.48260466	27.63054741	28.38033647	26.66426041	27.47869446	27.18840989	28.16000249	28.11916808	27.98674253	28.32242538	28.02786205	28.02875796	28.20848391	28.58121995	27.39574671	28.15122113	28.1718829	28.18730533	28.10419609	27.82274469	28.35110746	27.52656491	27.43841167	28.88040299	28.56985966	28.20223766	29.12726066	28.898766	28.89475366	28.88556126	28.53900986	28.24045363	28.44722899	28.34815501	29.203195	29.16295777	29.06825215	29.5123359	29.21953484	29.37991205	29.05312799	29.49969571	29.09597273	29.1797808	28.80353539	29.16947162	29.17602755	29.06005273	28.87841637	29.32403627
PRL-1	FBgn0024734	27.38327423	27.88011102	28.20447824	27.45607111	27.99112935	27.86437386	27.69915716	27.72721865	28.03075856	28.16456502	26.91513227	27.91461917	27.98885637	28.03915183	28.11460839	28.84200144	28.44304452	27.86059021	27.98869387	28.5862046	28.76562872	28.03946563	28.10209457	27.63277105	28.42422294	28.35502068	28.48004373	28.25291045	28.57304235	28.44150189	28.34942108	28.47514178	29.11165177	28.43017847	28.11594806	28.68331345	28.44825352	28.12499536	28.67468629	28.66050944	28.5528146	28.39341632	28.74887205	28.8176614	28.11887115	28.28330289	28.65092316	28.74207594	28.0536718	28.26087159	28.60932344	29.10794121	27.86726403	28.39750223	28.86127082	29.03724141
Idgf1	FBgn0020416	24.03251597	25.84359562	25.93819047	25.61754358	26.79765567	26.95770466	27.12975913	26.60428903	25.02947428	25.36357699	24.99783029	24.18199216	24.59434374	24.28809075	24.52026667	24.59880171	23.96218636	24.12271074	23.96463911	24.29879983	24.23334423	24.64101285	23.97867066	23.74971572	24.14966267	23.93722513	23.97061921	24.14417081	24.00613983	24.33651742	24.32663137	24.30653847	22.16629443	22.57107605	21.76358558	22.62363788	22.37562148	22.64826133	22.11683103	22.19386145	22.10759146	22.34056088	22.48563762	22.87143986	22.39492235	22.39134997	22.19421396	22.6400726	22.45673491	22.54987317	22.69599311	22.07000944	21.72101497	22.41634068	21.72395488	22.537973
Idgf2	FBgn0020415	29.55138504	30.41043929	29.8749918	30.17652696	29.10349592	29.883101	28.92286365	29.57706489	29.31941358	29.41326711	27.58863687	29.38907258	28.68501934	28.54738209	29.10166889	28.66176695	28.58752855	28.6235563	28.87619279	28.56070658	28.75694081	27.43944248	28.84723885	28.5489993	28.13911983	28.56314581	28.05180645	28.2707505	28.11570006	28.2606473	29.20794891	28.25547901	28.6936848	27.94754108	27.16595492	28.11515433	27.66057744	28.18309832	27.42294069	27.09677707	28.46068673	27.98021891	27.64223727	28.25871698	26.61624707	27.92269355	27.84714922	27.80747147	28.04045888	28.48035195	28.32092027	28.52466085	28.26109585	28.59334667	29.36940385	29.01563283
Idgf3	FBgn0020414	27.26919047	28.3661968	28.01987981	27.74887205	27.1270146	27.69272084	27.51592982	27.36452798	27.16614653	26.93089215	26.77918973	27.09627441	27.13809459	27.10609483	26.23204011	26.34216408	26.97880157	27.03328167	26.69670035	25.89226561	26.54448129	26.63644053	26.94268398	26.77881388	27.17885953	26.96027583	27.02534483	26.93618232	25.92626142	26.36748047	26.51358256	27.06167575	26.0428712	27.06314985	26.93892128	26.94055735	26.03879611	26.96752233	27.03380676	25.82764662	27.38533305	27.52969553	27.01190645	26.75786281	27.03873333	27.12425591	27.09898672	27.04280859	26.55980266	27.13887579	27.07897703	27.51608016	27.33278943	27.18082427	27.29465202	27.31561838
Tpr2	FBgn0032586	28.20704129	27.68632248	28.01685512	28.43483779	27.82547678	28.65441025	28.32783083	28.66135923	28.67872096	28.82896028	29.4153642	28.68515305	29.25205325	29.1504708	28.97150203	29.14576625	29.23653586	29.19737112	29.1893571	29.3307183	29.32272622	29.47353635	28.98655267	29.35251829	29.33734825	28.86717564	29.40090513	29.20522432	29.13819226	29.14248339	28.88983127	29.12275119	29.31386836	28.90993583	29.38082041	29.18695128	29.22770473	28.4648983	29.38096487	29.45169612	28.68789137	28.67825083	28.85546054	28.65683257	28.52413773	28.37716286	28.47556702	28.95512889	28.88337781	28.8191243	28.86230591	28.4875764	29.07507934	28.36373461	28.63034268	28.61943411
CG5888	FBgn0028523	22.64010365	22.141105	22.62851194	22.62328691	22.98664023	22.65867472	22.64695806	22.64284265	21.96115899	21.79817839	22.43127942	22.57174911	26.29137083	27.07632877	26.95770466	27.0658922	26.41783243	26.17516149	25.91759261	26.71894879	26.94904513	27.23981657	26.83508894	26.90230721	26.44939541	27.25745863	26.78631231	26.7079358	27.14267813	26.5721072	26.74624716	26.7573542	26.70635563	27.11048235	26.71410819	26.84194147	26.98424529	27.26579715	26.80894474	25.86914837	27.19910437	26.84661136	26.80661137	27.21437901	26.38850611	27.05227301	26.69152331	26.80882202	26.60851293	27.01126667	26.19739924	26.94145316	26.58920857	26.88016942	26.45663516	26.54604285
grp	FBgn0261278	22.41093447	22.52400681	22.65754413	23.12438671	25.98396395	25.87879028	25.71547043	26.04185336	25.68450444	26.15280766	26.08960258	25.97915569	26.11733603	25.89034166	25.86070203	25.47914178	25.42191406	24.53795289	25.62393997	25.58540974	26.11243251	25.64454946	25.6623172	25.32285914	26.2291358	25.72090856	25.41988494	25.28230357	25.70192192	25.27901697	25.53486851	25.45268734	25.436084	25.41612565	25.25023082	25.24717006	22.89130931	22.38706169	22.19196841	22.4351532	23.09757366	22.09024717	22.4238044	23.27814676	22.34735173	22.76762275	23.09009445	22.41987516	22.54045239	22.55196528	22.69229153	23.1931201	22.69916712	22.12641075	22.50131402	21.41839761
Cyt-c-p	FBgn0284248	32.43819848	32.8312276	33.04324221	32.96464738	32.99752317	32.65354354	32.6335464	32.5849063	33.35520976	33.17177853	31.60116232	33.09156601	33.0859595	32.61278502	32.88977688	32.64907364	32.84346609	32.84606582	32.79426404	32.48656504	32.62953521	32.14184418	32.57711443	32.17685386	32.18801317	32.58380856	31.90813269	31.95566935	32.33585863	32.05817626	32.5080293	32.41278778	32.19797448	32.48231535	32.15439365	32.43750415	32.13555885	32.61344384	32.01088667	32.40100689	33.0165098	32.30956532	32.5042688	32.36637921	32.19715432	32.91086871	32.90095509	32.85951316	32.4453455	32.04407324	32.87951593	32.82350413	31.81512829	32.88629198	32.96295963	32.97398035
CG17904	FBgn0032597	22.09258043	22.72237896	21.93807185	22.36173126	24.90901618	26.27131495	26.24203594	25.99340831	27.35972345	27.62864162	27.03355754	26.77944581	27.31466801	27.01105335	27.63878964	28.25741367	27.58520188	27.32139347	27.10439608	27.61238518	27.97645443	27.69902474	27.12858863	27.57412575	27.8644329	27.57787526	28.04962715	27.46659995	27.56884552	27.82402031	27.98250553	27.8652294	28.12558665	27.53934272	27.75136446	27.59434374	27.67053902	27.15470147	27.63623308	27.11664221	27.39819569	27.4342015	27.5068809	27.31259232	26.50598802	26.55045324	27.21817253	27.43880822	27.2139157	27.35422207	27.32954262	27.03716285	26.57888308	26.80820829	27.00955922	27.10749231
CG17912	NA	26.40041251	26.42997818	26.30478219	25.88620565	26.57374269	27.1677668	26.67205564	26.68268648	27.23057893	27.18974817	27.09738004	27.15085219	27.79160022	27.19779291	27.08800564	27.28542113	27.78649927	26.36924675	26.59049408	27.12868695	27.42294069	27.43173325	27.34451942	27.17474255	28.1182771	27.63540295	27.59868011	27.4870013	27.80876066	27.59498435	28.03674376	27.75773568	28.25457828	28.03149492	28.38792298	27.71233797	28.02226324	26.92161579	27.75321501	28.08613355	27.66905254	28.18796599	27.85560905	28.59498435	27.73272723	28.16312578	28.00587062	29.28654518	29.04554509	28.55189838	27.93932471	28.21465692	28.87838714	28.10359597	28.1843286	28.19685543
yellow-b	FBgn0032601	22.18972032	22.88479698	22.45976703	22.56438878	22.31798895	22.41015666	22.43585485	22.60519914	22.09001721	23.26456386	22.61800564	22.01941557	22.88470928	23.02662489	22.29520456	22.25596482	23.12506083	22.69380106	22.63957697	22.62273067	21.95198141	23.05398516	22.56529295	22.2110987	21.99815948	22.79704285	22.61685901	22.48859581	22.75970315	22.3229066	22.59704995	22.61321938	22.65769999	22.69417802	22.66374312	22.70427751	25.683116	25.62400365	25.96285272	25.89605962	25.84790189	26.03235704	25.85207626	25.8374008	26.26850703	26.08903678	26.61652753	26.74855219	26.20267672	26.17991364	26.19215884	26.73776372	26.53440845	26.64855946	28.07592091	27.77070936
Ugt36Ba	NA	22.37559537	22.17547853	22.1083623	22.68425257	22.05009486	23.02481233	22.59538397	22.5856449	22.59672438	22.61693939	22.28102785	21.71269542	22.44779945	22.49431187	21.86421404	22.80683141	22.7214944	22.42261151	22.64095653	22.34566817	22.46882443	22.40546753	22.94650013	22.37378672	22.1353461	22.82540531	22.40807418	22.57244292	22.38673944	21.57919058	22.19053802	22.54353071	21.89062756	22.30764299	22.3297053	22.22717432	25.43437935	25.64416435	25.61438381	25.87074356	25.61372046	25.26341707	25.35850419	25.56923677	26.13982616	25.76595113	25.81252341	26.03468849	26.97885502	25.9504475	26.69829623	25.6575278	26.47724355	26.07964851	27.20815829	26.39873391
Ugt36Bc	NA	23.89703436	21.74056165	22.42890166	22.56306941	22.40524242	23.19452389	21.83199223	22.65766765	21.9597564	22.69554635	21.69590611	22.81498591	22.5441088	22.57594583	22.54885697	22.07037426	21.63601151	22.2307069	22.55857623	22.89991314	25.64465947	25.16184748	25.76337124	25.57804624	25.48753806	25.72567247	25.77423691	26.07400882	27.60844243	26.40966673	27.19053269	27.14038241	27.25349666	27.68190709	27.45281613	27.13623752	27.08111248	27.76249569	26.95182629	26.41818642	28.12178833	28.2673162	27.94715088	27.63906575	27.99722704	28.16499651	27.76907036	27.71881818	26.87537271	27.65492234	27.5156291	27.95371441	28.02030382	28.25020176	28.12164014	28.30164564
mdy	FBgn0004797	28.83734666	28.78755827	29.22914978	28.84625267	28.70612504	28.62439327	28.65174441	28.90839042	28.64330436	28.44624318	28.50316954	28.78216174	28.64975893	27.79705441	27.42726373	27.99177812	28.30430306	26.15077582	28.05341287	28.1149062	27.71351836	28.02791477	27.89145462	27.46505405	27.18933354	27.8192766	27.59818316	27.87730501	27.64037657	27.91888944	27.93999719	27.63761556	26.97333722	25.2843977	26.94904513	26.72961908	26.74752819	27.13143719	27.61329892	26.61988883	28.52226789	27.92484666	27.99636522	28.0744925	28.52305352	28.11406224	28.10139338	27.02780934	27.87876715	28.00774283	28.23594271	28.39856268	28.29175724	28.40194274	28.75232194	28.67630152
CG31739	NA	30.98630854	31.07558944	31.25152288	31.03006129	30.73795708	31.03058756	30.92174346	31.29120833	31.08461386	31.29635984	31.28366719	31.2174909	31.0875252	30.93269523	31.11334201	31.11817807	31.46450886	31.07565319	31.12706382	31.18452961	31.01730657	30.87576817	31.16752295	31.24104492	31.2598508	31.21928095	31.21077286	31.21326682	31.184234	31.20308996	31.26985926	31.3305794	31.24132911	31.29575795	31.08417031	31.13821668	31.27891311	31.35389619	31.24172689	31.4569915	31.4149813	31.23985071	31.34095951	31.45071336	31.78760497	31.56351862	31.401719	31.03937411	31.50261012	31.18895641	31.35877664	31.63832358	31.5103658	31.48874504	31.67543524	31.50166144
CG31809;CG31810	NA	22.85740831	22.24497276	22.79631163	23.07493346	22.03223346	22.14812698	22.32952745	22.09184585	21.87596906	22.53698968	22.86278041	22.64608904	22.44323071	22.72874395	22.65009179	22.11508744	22.34946882	22.45853937	22.60445664	22.44470714	22.57519326	22.22943812	22.63872088	22.48586424	22.26762915	22.35984478	22.49491258	22.64230965	22.78998106	22.44693283	22.55879369	23.28562974	22.65848279	22.54448121	22.40799605	22.52442906	22.60721016	22.09966399	22.74136055	21.44242683	22.77623066	23.08727878	22.24311663	22.59388441	24.60907243	24.73830159	25.12558238	24.73236495	24.00241778	24.2400706	24.33796918	24.41873331	24.57851232	24.6337274	24.83680778	25.2319852
CG13284	FBgn0032614	22.6154612	22.51296958	22.55830615	22.22423745	22.28364184	22.10324053	22.26353933	22.77059908	22.13481913	22.54195046	22.25869871	23.1361918	22.42028358	22.41771315	22.62203187	22.56804033	22.5571902	22.38503713	22.45987918	22.66030184	22.77080947	22.20070984	22.48647937	22.26348103	22.42427456	22.47025971	22.32354138	22.62612761	22.4599818	22.55209417	22.54650851	22.52607086	22.23221508	22.87115804	22.24019025	23.01090888	21.69779688	22.2302028	22.54675283	22.16181556	26.12070126	26.24290761	26.05643431	26.20130754	26.58047397	26.08103119	26.37722907	27.07918055	25.72200178	26.6869903	26.77693316	27.03988392	28.02289816	27.1574026	29.00201157	28.33794367
Cas	NA	32.74827226	32.44393868	32.34905193	32.41862978	32.27639152	32.31367919	32.30010231	32.19257628	32.33199442	32.20183469	32.58470474	32.2720307	33.10739877	33.52285715	33.48603751	33.60554009	33.4274236	33.2664005	33.16382459	33.25729564	33.40717535	33.93640349	32.89646893	33.52589317	33.45562049	33.29049444	33.96714093	33.44899191	33.5662662	33.46355915	33.31257068	33.21352757	33.2929641	33.25631168	33.56410945	33.42991918	33.1678519	33.08199814	33.46611464	33.08060115	32.60056432	32.97017896	33.05943396	33.02264026	33.02897526	32.70878278	32.75907006	32.90641332	32.83859065	32.78421511	33.0933618	32.55100909	33.11946186	32.41508207	32.15375971	32.18094872
Cyt-b5-r	FBgn0000406	22.46931047	22.38898699	22.34705775	22.62591251	22.14393173	22.66775341	22.72928292	22.61544675	21.95591392	21.75799776	22.33479939	22.904694	21.76435937	22.48333171	22.62021687	22.73141372	22.44438521	22.40525786	22.28482804	22.61518753	25.60083282	26.35245628	26.19242226	26.00495892	27.51155782	26.91547423	26.84045281	27.18253278	28.63374125	27.2905274	28.82079872	28.48131474	28.54929314	29.16194933	27.30373714	29.28332497	28.35081249	29.27896848	28.17769159	28.06465939	29.79867739	29.48421846	29.35399081	28.395665	28.44856861	28.94477956	29.38249111	28.68451782	29.32738115	27.96113188	28.21354495	29.18749412	27.85614357	28.8915705	28.33193572	28.10709317
